ano,semestre,numero_questao,texto,principal,secundarias,pagina
2023,sem2,Questão 11,"Segundo a Resolução nº 001/86 do Conselho
Nacional do Meio Ambiente (CONAMA), impacto
ambiental é qualquer alteração das propriedades
físicas, químicas e biológicas do meio ambiente,
causada por qualquer forma de matéria ou
energia resultante das atividades humanas que
afetem diretamente ou indiretamente: a saúde,
a segurança, e o bem-estar da população; as
atividades sociais e econômicas; a biota; as
condições estéticas e sanitárias ambientais; e
a qualidade dos recursos ambientais. Esses
impactos podem ser positivos ou não.
<https://tinyurl.com/39su978z> Acesso em: 18.03.2023.
Assinale a alternativa que apresenta ações que
impactam positivamente o meio ambiente.
(A) A recuperação de áreas degradadas e o
esgotamento dos recursos naturais.
(B) A destruição da camada de ozônio e a
utilização de energia eólica.
(C) A utilização de produtos biodegradáveis e a
reciclagem de materiais.
(D) A potencialização do efeito estufa e a
modificação de habitat.
(E) A diminuição de mananciais e a extinção de
espécies.",Meio ambiente,Nenhum,4.0
2023,sem2,Questão 12,"Questão 12 Leia o cartum.
De acordo com o cartum, o aprimoramento
do intelecto pressupõe que o indivíduo
(A) deite e procrastine.
(B) saia de sua zona de conforto.
(C) tenha empatia para com o próximo.
(D) conte com a causalidade do destino.
(E) alimente-se de forma saudável e
pratique atividades físicas.
<https://tinyurl.com/449s3jnc> Acesso em: 03.03.2023.
VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 • 5",Interpretação de texto,Nenhum,4.0
2023,sem2,Questão 13,"A Companhia Ambiental do Estado de São Paulo
(CETESB) é a agência do Governo do Estado
responsável pelo controle, pela fiscalização, pelo
monitoramento e pelo licenciamento de atividades
geradoras de poluição.
Em relação à qualidade do ar, há monitoramento
automático para a avaliação de SO2, de material
particulado inalável (MP10), de ozônio (O3), de
óxidos de nitrogênio (NO e NO2 – NOx), de
monóxido de carbono (CO) e de hidrocarbonetos
não-metânicos (NMHC); além disso, monitoramse os parâmetros meteorológicos, como direção e
velocidade do vento, temperatura e umidade relativa
do ar.
Entre as substâncias monitoradas pela CETESB,
temos o
(A) SO2, formado por átomos de 3 elementos químicos.
(B) O3, formado por 3 átomos de 1 elemento químico.
(C) NO2, formado por átomos de 3 elementos químicos.
(D) NO e o NO2, que diferem por 1 elemento químico.
(E) CO, que, diferentemente do CO2, é formado por 2
elementos químicos.",Elementos,Fórmulas químicas,5.0
2023,sem2,Questão 15,"Uma das atrações turísticas da ilha de São
Vicente, no estado de São Paulo, é a Ponte
Pênsil localizada entre os morros do Japuí e
dos Barbosas. Ela é responsável pela ligação
da ilha ao continente e é considerada um marco
na construção desse tipo de ponte no Brasil.
Em 1910, a Comissão de Saneamento de
Santos, liderada pelo engenheiro sanitarista
Saturnino de Brito, sugeriu a construção da
ponte com o propósito de servir de suporte à
instalação de uma tubulação a fim de conduzir o
esgoto coletado nas cidades de Santos e de São
Vicente para lançamento no Oceano Atlântico,
na Ponta de Itaipu, localizada na cidade de Praia
Grande. Os canais de Santos também fizeram
parte deste plano de saneamento. Boa parte da
população da região, no início do século XX, era
vítima de doenças ocasionadas pela ausência
de saneamento básico, como febre amarela,
cólera, leptospirose e peste bubônica.
A ponte foi inaugurada em 21 de maio de 1914.
De acordo com o texto, é correto afirmar que
(A) os esgotos provenientes do oceano Atlântico
são transportados para Santos e São Vicente
por canos que passam pela Ponte Pênsil.
(B) o médico Saturnino de Brito construiu a Ponte
Pênsil, que liga Santos a São Vicente, com o
propósito de eliminar o vírus que causava a
peste bubônica.
(C) a Ponte Pênsil foi construída para sustentar
os encanamentos responsáveis pelo
carregamento do esgoto colhido nas cidades
de São Vicente e de Santos.
(D) a usina hidrelétrica de Itaipu, em São
Vicente, foi a responsável pela construção da
Ponte Pênsil, encarregada de enviar água
para movimentar suas turbinas.
(E) os municípios do Japuí e dos Barbosas
passaram a ter uma ligação terrestre por
meio da Ponte Pênsil, pois, anteriormente,
a ligação entre eles era realizada por
intermédio de barcos.",Interpretação de texto,Nenhum,5.0
2023,sem2,Questão 14,"No final do século XIX, um surto de peste bubônica
tomou conta da cidade paulista de Santos. Essa
peste é uma doença de origem bacteriana, causada
pela bactéria Yersinia pestis, cuja transmissão ao ser
humano ocorre por pulgas que parasitam animais de
pequeno porte (em especial, ratos).
Por causa disso, surgiu em São Paulo um centro de
pesquisas, atualmente conhecido pelos brasileiros
como Instituto Butantan. Este, naquele período, iniciou
uma grande campanha de saneamento, de combate
aos ratos e de produção do soro antipestoso para ser
injetado nas pessoas contaminadas a fim de controlar
o surto da peste.
Em pouco tempo, o Instituto Butantan ampliou seu
escopo de atuação no estudo e na prevenção de
doenças comuns no Brasil, tais como cólera, febre
amarela, verminoses, tuberculose, poliomielite e
muitas outras enfermidades, além de atuar também
no combate a envenenamentos por animais e plantas.
Atualmente, o Instituto Butantan desenvolve estudos
e pesquisas orientados para a saúde pública, produz 
não só vacinas contra vírus e bactérias, mas
também diversos tipos de soros contra os venenos
de animais peçonhentos a partir da imunização de
cavalos com antígenos de vários tipos diferentes
de toxinas.
A partir das informações apresentadas no texto,
pode-se concluir corretamente que  
(A) a Yersinia pestis é o agente causador de
doenças como a febre amarela, a poliomielite
e muitas outras enfermidades.
(B) a epidemia de peste bubônica, na cidade
de Santos, foi controlada pela ação de
antígenos antivirais específicos, produzidos
por organismos vacinados.
(C) a produção do soro antipestoso, utilizado
para eliminar as pulgas parasitas dos ratos
contaminados, acabou com o surto da peste
bubônica na cidade de Santos.
(D) aprevenção contra casos de envenenamentos
por animais e contra doenças comuns no
Brasil, como tuberculose e verminoses, é
feita através de vacinação da população.
(E) o soro é obtido de um animal que recebe o
antígeno e, posteriormente, tem parte do seu
sangue retirado para extração dos anticorpos",Doenças,Nenhum,5.0
2023,sem2,Questão 16,"Entre as décadas de 1940 e 1950, a cidade
de São Paulo era servida por duas indústrias
cerâmicas principais. Um dos produtos dessas
cerâmicas era uma lajota quadrada, produzida
nas cores vermelha, amarela e preta.
No processo industrial, aconteciam muitas
quebras e esse material quebrado era enterrado
em grandes buracos.
Nessa época, os terrenos dos operários na
Grande São Paulo tinham área para jardim e
quintal, que eram revestidos com cimentado
porque os operários não tinham dinheiro para
comprar lajotas cerâmicas. Mas um dia, um dos
empregados de uma das cerâmicas lembrou-se
do refugo da fábrica e pediu parte do material
para usar em sua nova casa. A moda de
pavimentar os quintais com caquinhos, como
em mosaicos, “pegou” em toda a região
metropolitana de São Paulo, inclusive nas
casas de classe média.
A história termina nos anos 1960 com o
surgimento dos prédios em condomínio.
A classe média que usava esse caquinho foi
para os prédios e a classe operária passou a
ter terrenos menores ou foi morar em favelas.
O texto faz referência ao período histórico em
que a cidade de São Paulo
(A) permaneceu como capital do Brasil e uma
das cidades mais importantes do mundo,
sendo o principal centro de missionação
católica e destacando-se por sua arquitetura
arrojada.
(B) foi visitada por Mem de Sá, governador-
-geral do Brasil, que ordenou a transferência
da população da vila de Santo André da
Borda do Campo para os arredores do
colégio, denominado “Colégio de São Paulo
de Piratininga”.
(C) consolidou-se como metrópole industrial,
concentrando o parque industrial brasileiro
na capital e em sua região metropolitana,
principalmente a partir da década de
1950, com a chegada das indústrias
automobilísticas.
(D) permaneceu como uma vila pobre e isolada
do litoral, sendo a única vila no interior do
Brasil, mantendo-se por meio de lavouras
de subsistência cultivadas por mulheres e
crianças.
(E) vivenciou a expansão da produção do café,
inicialmente na região da Avenida Paulista
e depois nas regiões de Cidade Ademar,
Santo Amaro, Butantã, Morumbi e Casa
Verde.",Momentos históricos nacionais,Nenhum,6.0
2023,sem2,Questão 17,"O litoral de São Paulo possui cerca de
880 km de extensão de linha de costa e abrange
16 municípios. Ele é banhado pelo Oceano
Atlântico, cuja água apresenta densidade média
de 1,03 g/cm3.
Considere que densidade (d) é a razão entre
a massa (m) e o volume (V) de uma amostra:
 .
Quando coletarmos 1 kg de água do Oceano
Atlântico, necessitaremos de um recipiente
cujo volume mínimo, em cm3, deverá ser
aproximadamente de
(A) 1 030,0.
(B) 103,0.
(C) 350,0.
(D) 970,9.
(E) 97,0.",Sistemas de medida,Nenhum,7.0
2023,sem2,Questão 18,"O cloreto de sódio é o sal mais abundante nas
águas do Oceano Atlântico, que também contém
cloreto de potássio e cloreto de magnésio.
Os sais são formados por cátions (íons positivos) e
ânions (íons negativos).
Saiba que as representações dos íons presentes
nos sais citados no texto são:
Cátions: Na+, K+ e Mg2+
Ânion: Cl–
Assinale a alternativa que apresenta a fórmula
correta para os sais presentes no texto.
(A) NaCl, KCl, MgCl
(B) NaCl, KCl, MgCl2
(C) NaCl, KCl, Mg2Cl
(D) ClNa, ClK, Cl2Mg
(E) ClNa, ClK, ClMg",Fórmulas químicas,Nenhum,7.0
2023,sem2,Questão 19,"O linguado é um animal bentônico, que vive sob
areia e cascalho no fundo do mar, ficando apenas
com os olhos para fora. Por isso, ele consegue
visualizar o chão ao seu redor e imitar os locais
onde vive, mudando sua própria cor.
Essa importante adaptação do linguado, que lhe
permite tornar-se praticamente invisível, recebe o
nome de
(A) protocooperação.
(B) comensalismo.
(C) camuflagem.
(D) inquilinismo.
(E) predatismo.",Vida animal,Nenhum,
2023,sem2,Questão 20,"Na lenda do Peixe Tapa é mencionado o fenômeno
das marés, que consiste nas variações do nível
do mar ao longo do dia. Esse fenômeno é uma
decorrência da atração gravitacional entre a Terra e
o Sol e, principalmente, entre a Terra e a Lua.
elacionando os quadrinhos com o fenômeno
descrito, pode-se dizer que são formadas
(A) marés baixas quando a Lua sai de sua órbita
para se afastar da Terra.
(B) marés altas quando a Lua sai de sua órbita
para se aproximar da Terra.
(C) marés altas nas regiões da Terra em que é dia,
porque essas regiões estão mais próximas do
Sol.
(D) marés baixas nas regiões da Terra em que
é noite, porque essas regiões estão mais
distantes do Sol.
(E) marés altas em regiões da Terra que estão
mais próximas da Lua ao longo do movimento
de rotação da Terra.",Interpretação de texto,Nenhum,8.0
2023,sem2,Questão 21,"De acordo com os textos, é correto afirmar que
(A) a Sabesp é produto da união entre
empresas públicas e privadas que atuavam
na coleta de esgotos.
(B) a Sabesp obteve a adesão de outros
estados, conseguindo expandir o tratamento
de água para regiões próximas a São
Paulo.
(C) a Sabesp contribuiu na prevenção da
mortalidade infantil por meio não só da
produção e da distribuição de água potável,
mas também da coleta de esgoto.
(D) o Sistema Cantareira é responsável pela
distribuição de água potável em todo o
estado de São Paulo.
(E) as ETAs são fábricas produtoras de água
destilada que, posteriormente, é tratada
para ser, então, distribuída.",Interpretação de texto,Nenhum,8.0
2023,sem2,Questão 22,"Questão 22 Suponha que a média de adesão relatada no texto seja mantida e que a Sabesp hoje atenda 375 municípios.
Entre as alternativas dadas, assinale a que apresenta o menor número inteiro que corresponde ao
tempo necessário, em anos, para a empresa conseguir ultrapassar a adesão de mais da metade desses
municípios.
(A) 1,00
(B) 1,25
(C) 1,50
(D) 1,75
(E) 2,00",Porcentagem,Média,9.0
2023,sem2,Questão 23,"Questão 23 A vazão (z) é a rapidez com que o volume (v) de um determinado fluido escoa ao longo do tempo (t),
v
ou seja, z .
t
De acordo com o texto, podemos considerar que a vazão de água potável da Sabesp é de aproximadamente
1,2 × 105 L/s.
Para determinar o volume tratado em 1 minuto, temos que:
z v → 1 , 2 × 1 0 5 L / s v → v = (1,2 × 105 L/s) × 60 s → v = 72 × 105 L = 7,2 × 106 L.
t 60s
Dessa forma, ao fim de um dia, a Sabesp terá tratado um volume, em litros, de aproximadamente
(A) 1,0 × 107.
(B) 1,0 × 108.
(C) 1,0 × 109.
(D) 1,0 × 1010.
(E) 1,0 × 1011.",Regra de três,Expressões numéricas,9.0
2023,sem2,Questão 24,"Questão 24 O processo convencional de tratamento de água é dividido em fases que contam com um rígido controle
de dosagem de produtos químicos e com o acompanhamento dos padrões de qualidade.
Uma dessas fases é a Floculação, que serve para provocar a formação de flocos aglutinando as
partículas de sujeira. Essa fase é seguida pela Decantação, em que a água passa por grandes tanques
para separar os flocos de sujeira formados na etapa anterior.
<https://tinyurl.com/ycfrmbt5> Acesso em: 28.02.23. Adaptado.
Nessa última etapa, os flocos de sujeira são separados usando uma propriedade específica da matéria
denominada
(A) ponto de fusão, pois os flocos são fundidos e retirados quando se depositam no fundo dos tanques.
(B) ponto de fusão, pois os flocos formam vapores que serão eliminados no ar.
(C) solubilidade, pois os flocos são dissolvidos e separados na filtração.
(D) solubilidade, pois os flocos formados irão para a superfície dos tanques e serão retirados com
peneiras.
(E) densidade, pois os flocos formados irão para o fundo dos tanques e serão aspirados lentamente.
10 VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 •",Separação de misturas,Estados da matéria,9.0
2023,sem2,Questão 25,"Toda vez que nos alimentamos, resíduos
ficam depositados em nossos dentes e, se a
higienização não for realizada corretamente, o
ambiente bucal fica propício à proliferação de
bactérias e à formação de placas bacterianas.
As bactérias degradam os carboidratos dos
alimentos, elas produzem ácidos que
desmineralizam o esmalte dos dentes, dando
origem as cáries.
Para prevenir as cáries, adiciona-se o flúor à
água potável distribuída à população, essa prática
é chamada de fluoretação e é uma importante
medida de saúde pública.
Isso ocorre, pois o flúor se une ao cálcio e ao
fosfato, naturalmente presentes no esmalte dos
dentes, criando um material resistente que ajuda a
prevenir as cáries.
A partir da leitura do texto, podemos concluir
corretamente que
(A) a higiene bucal, quando realizada com
eficiência diariamente, ocasiona um elevado
índice de proliferação de bactérias e de
formação de placas bacterianas.
(B) a ação de bactérias na degradação dos
carboidratos aumenta a acidez bucal, que é
fundamental para o processo de proteção e
de mineralização dos dentes.
(C) o flúor, adicionado à água potável, atua na
digestão dos resíduos alimentares que ficam
na cavidade bucal quando a higienização
não é realizada corretamente.
(D) a fluoretação da água aumenta a
desmineralização do esmalte dos dentes,
reduzindo o aparecimento de cáries, por isso
é um processo importante na saúde bucal.
(E) o flúor é usado na prevenção de cáries, pois
fortalece o esmalte dos dentes, formando um
material resistente à acidez decorrente da
ação de bactérias.",Doenças,Nenhum,10.0
2023,sem2,Questão 27,"O Museu Paulista da Universidade de São
Paulo, também conhecido como Museu
do Ipiranga, é o museu público mais
antigo da nossa capital, e sua sede é um
monumento-edifício. É o mais importante
museu da Universidade de São Paulo
(USP) e um dos mais visitados da cidade.
O museu foi inaugurado oficialmente em
7 de setembro de 1895 com o nome
Museu de História Natural. Atualmente
caracteriza-se como uma instituição
científica, cultural e educacional que exerce
pesquisa, ensino e extensão com atuação
no campo da História.
O museu apresentado no texto foi fundado para
celebrar
(A) a anexação do território do Acre.
(B) a vitória do Império do Brasil na Guerra do
Paraguai.
(C) a chegada da Família Real Portuguesa ao
Rio de Janeiro.
(D) o extermínio dos povos indígenas do Planalto
Paulista.
(E) a Proclamação da Independência do Brasil.",Momentos históricos nacionais,Nenhum,10.0
2023,sem2,Questão 26,"Promessa vem, promessa vai. Já são muitos
anos de juras e sonhos de despoluição do
Tietê, o maior rio do estado de São Paulo.
A degradação dessa veia aquática começou
ainda na década de 1940, e, hoje, quem
passa pelas suas margens tem que tapar
as narinas. Estudo recém-divulgado pela
Fundação SOS Mata Atlântica traz o retrato
da degradação: o trecho morto do rio Tietê
chegou a 163 km em 2019, aumento de
33,6% em relação aos 122 km do ano anterior
e está muito maior que a poluição registrada
na série histórica (71 km em 2014).
De acordo com o texto, é correto afirmar que
(A) as promessas de limpeza do rio Tietê ocorrem
desde o século XIX.
(B) faz menos de vinte anos que o rio Tietê
começou a ser poluído.
(C) o rio Tietê possui 122 quilômetros, sendo
que, destes, 71 estão poluídos.
(D) o trecho morto do rio Tietê aumentou
41 quilômetros entre os anos de 2018 e 2019.
(E) as promessas de limpeza do rio Tietê
já ocorriam em 1940 devido a pressões
populares.",Interpretação de texto,Meio ambiente,10.0
2023,sem2,Questão 28,"Questão 28 No site Inova Educação, do estado de São Paulo, encontramos este infográfico.
<https://tinyurl.com/y2zk2fsr> Acesso em: 26.02.23. Original colorido. Adaptado.
De acordo com o infográfico, assinale a alternativa que apresenta, corretamente, uma atividade relacionada
à pergunta “Como ser um cidadão mais participativo?”.
(A) Trabalhar com carteira assinada como atendente em uma pizzaria.
(B) Produzir lanches saudáveis para vender na escola.
(C) Ser estagiário remunerado em uma empresa de distribuição de alimentos.
(D) Visitar e conversar com pacientes internados em hospitais.
(E) Atuar profissionalmente na elaboração de jogos on-line.
12 VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 •",Interpretação de texto,Nenhum,11.0
2023,sem2,Questão 29,"Tendo como base a linguagem verbal e não verbal, é
correto afirmar que
(A) a charge aborda a oposição entre mobilidade e
imobilidade, sendo esta representada pela imagem
de uma expressão figurada.
(B) a tirinha ironiza o trânsito nos centros urbanos,
insinuando que apenas uma intervenção divina é
capaz de solucionar o problema.
(C) o cartum demonstra, por meio da linguagem não
verbal, que as bicicletas não são veículos viáveis
para a mobilidade urbana.
(D) a charge tematiza a impossibilidade de solucionar a
falta de mobilidade nos grandes centros urbanos.
(E) o cartum representa a dificuldade de vivenciar
plenamente a cidade devido à falta de automóveis",Interpretação de texto,Nenhum,12.0
2023,sem2,Questão 30,"Sobre a linguagem verbal utilizada no texto,
é correto concluir que
(A) “enquanto” é um conectivo de
alternância e pode ser substituído por
“ou”.
(B) “isso” é um pronome indefinido e
aponta para o passado do leitor.
(C) as reticências utilizadas expressam a
continuidade de uma enumeração não
concluída.
(D) “que” é um conectivo de comparação e
está subordinado ao termo “melhor”.
(E) “para” é uma preposição final utilizada,
no texto, para indicar o destino da
personagem.",Interpretação de texto,Gênero e tipologia textual,12.0
2023,sem2,Questão 31,"Questão 31 O texto menciona a necessidade de uma obra de infraestrutura para atender à demanda da produção
de café, que
(A) perdia espaço para o tabaco como principal produto de exportação do Brasil no período mencionado.
(B) era voltado para o mercado interno, consumido principalmente nos estados da região Centro-Oeste.
(C) entrava no país pelo porto de Santos, vindo da Etiópia, e era distribuído nos entrepostos e armazéns
do interior de São Paulo.
(D) ocupava posição irrelevante na pauta de exportações brasileiras, sendo consumido em países
pequenos, como Guiana Francesa e Suriname.
(E) era enviado principalmente para os Estados Unidos e para diferentes países da Europa, sendo o
principal produto de exportação do Brasil.",Interpretação de texto,Momentos históricos nacionais,13.0
2023,sem2,Questão 32,"Questão 32 No início da década de 1970, eram necessárias aproximadamente 2 horas para realizar o trajeto entre a
estação Valongo e a estação da Luz.
Nesse percurso, o trem se locomovia com uma velocidade escalar média, aproximadamente, de
(A) 69,5 km/h
(B) 54,5 km/h
(C) 39,5 km/h
(D) 34,5 km/h
(E) 24,5 km/h",Velocidade média,Nenhum,13.0
2023,sem2,Questão 33,"Questão 33 No estado de São Paulo, durante a segunda metade do século XIX, grandes ferrovias foram construídas.
O principal motivo desse empreendimento foi o escoamento da produção do café até às proximidades do
porto de Santos.
Atualmente, um dos principais produtos exportados pelo porto de Santos é
(A) semicondutor.
(B) óleo de palma.
(C) fertilizante.
(D) trigo.
(E) soja.",Momentos históricos nacionais,Atividades econômicas,13.0
2023,sem2,Questão 34,"Questão 34 Em 1904, a Companhia Paulista de Estradas de Ferro demonstrou interesse em continuar com seus
trilhos pela zona da futura Alta Paulista. Adolpho Pinto, engenheiro da Companhia, determinou o
nome das futuras estações ao longo da linha. Por se tratar de uma linha nova, o engenheiro pode
dar uma nomenclatura especial para as futuras estações, com as iniciais dos nomes formando um
abecedário. Cada um dos nomes recordaria vários acontecimentos históricos que marcaram o estado
de São Paulo. Seguindo essa lógica, os nomes escolhidos por Adolpho Pinto para o Abecedário
da Paulista foram: América, Brasília, Cabrália, Duartina, Esmeraldas, Fernandina, Gália, Hespéria,
Italina, Jafa, Kobe, Lácio, Marília, Nipônica, Ormuz, Pompeia, Tupã e Universo. Referências
históricas presentes nos nomes fazem menção à localização geográfica do país (América Latina)
e às correntes imigratórias vindas de países como Itália e Japão. Muitos desses nomes foram
posteriormente mudados, mas a companhia empenhou-se em manter a ideia do abecedário.
Com base no texto, é correto afirmar que
(A) as outras ferrovias paulistas nomeavam suas estações seguindo um padrão estabelecido pelo
governo federal desde 1808.
(B) as outras ferrovias paulistas copiaram o modelo abecedário da Companhia Paulista de Estradas de
Ferro, utilizado por esta desde o século XVII.
(C) a estação Nipônica foi assim nomeada como uma homenagem aos imigrantes japoneses que vieram
ao Brasil no século XIX para participar da construção de ferrovias.
(D) o nome de cada estação da linha citada estava ligado tanto a eventos históricos vinculados ao estado
de São Paulo quanto a correntes imigratórias e à localização geográfica.
(E) o nome das estações coincide com o nome das cidades que se formaram ao seu redor, pois
elas mantiveram suas denominações e, portanto, não houve trocas de nomes até os dias de hoje.",Momentos históricos nacionais,Países (foco na América Latina),13.0
2023,sem2,Questão 35,"Questão 35 Leia os textos
A única revolução possível é a que se faz dentro de nós. Não é possível libertar um povo sem,
antes, livrar-se da escravidão de si mesmo. Sem esta [revolução interna], qualquer outra será
insignificante, efêmera e ilusória, quando não um retrocesso. Cada pessoa tem sua caminhada
própria. Faça o melhor que puder. Seja o melhor que puder. O resultado virá na mesma proporção
de seu esforço. Compreenda que, se não veio, cumpre a você (a mim e a todos) modificar suas
(nossas) técnicas, visões, verdades etc. Nossa caminhada somente termina no túmulo. Ou até
mesmo além… Segue a essência de quem teve sucesso em vencer um império…
GANDHI, Mahatma. A única revolução possível é dentro de nós.
[…] O sentido da vida é tudo aquilo que nos encaminha na direção da realização do nosso projeto.
Cada vez que você dá um passo […] na direção da consecução do seu projeto, você se realiza
como pessoa. […] Uma vida sem rumo deve ser como um barco sem bússola, um filme sem roteiro.
COSTA, Antônio Carlos Gomes da. Educação e vida. Belo Horizonte: Modus Faciendi, 2001. p. 34-35.
<https://tinyurl.com/2tk27pm2> Acesso em: 13.03.2023. Adaptado.
Com base nos textos, é correto afirmar que
(A) a realização do nosso projeto de vida passa pelas revoluções industriais, que ajudaremos a construir,
para que nossa caminhada tenha sentido.
(B) o estabelecimento dos próprios caminhos e o esforço para fazer o nosso melhor são ações
fundamentais para empreender qualquer projeto de vida.
(C) um projeto de vida bem estruturado é como um barco sem instrumentos de navegação e sem cinemas
que nos permitam assistir a filmes sem roteiros previamente traçados.
(D) toda revolução é um retrocesso e a única possível é aquela que faz nossa caminhada seguir além do
túmulo, ou seja, quando transformamos o regime social de nosso país em um império.
(E) nossa realização como pessoa necessita de retrocessos para que possamos nos desvencilhar
de qualquer caminho pré-estabelecido e, assim, construirmos nossos sonhos sem as amarras da
sociedade.
VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 • 15",Interpretação de texto,Nenhum,14.0
2023,sem2,Questão 36,"Questão 36 Em 1968, o Prof. Dr. Euryclides de Jesus Zerbini, cirurgião cardiologista, realizou no Hospital das Clínicas
de São Paulo, com sucesso, o primeiro transplante cardíaco em humano no Brasil.
No caso de cardiopatias de alta complexidade, o transplante de coração surge como a forma mais indicada
para que o paciente volte a ter uma vida com qualidade.
No entanto, apesar de as cardiopatias estarem associadas a alguns fatores que não podem ser modificados,
como a hereditariedade, o sexo e a idade, outros fatores podem e devem ser modificados pelas mudanças
no estilo de vida e pelo uso de medicamentos.
Assim, para o paciente que já tem predisposição ou que tem esse tipo de problema, é importante
(A) manter o nível elevado de pressão arterial e deixar de realizar exames preventivos periodicamente.
(B) não só evitar as atividades físicas, como também reduzir o consumo de água ao longo do dia.
(C) manter o consumo elevado de sal, e aumentar o consumo de bebida alcoólica.
(D) controlar o excesso de peso, e tomar as medicações quando indicadas.
(E) comer alimentos ricos em carboidratos, óleos e gorduras; e excluir legumes, verduras e cereais.
",Patologias,Saúde,15.0
2023,sem2,Questão 37,"Questão 37 Segundo o texto,
(A) o chamado triângulo, formado pelas ruas São Bento, Direita e Quinze de Novembro, foi excluído dos
planos de reforma do centro, uma vez que ali se localizava a Igreja de Nossa Senhora do Rosário dos
Homens Pretos, considerada um símbolo de atraso.
(B) a reforma do centro da cidade tinha o objetivo de preservar os elementos mais significativos do passado
colonial, exaltando a presença negra em São Paulo e sua contribuição para o desenvolvimento
cultural da cidade.
(C) a demolição da Igreja de Nossa Senhora do Rosário dos Homens Pretos era parte do objetivo de
eliminar do centro da cidade qualquer elemento considerado atrasado, que lembrasse o passado
colonial.
(D) embora São Paulo possuísse símbolos modernos, ela só passou a ser considerada moderna, como
as cidades dos países civilizados, quando Antônio da Silva Prado criou o cargo de prefeito em 1911.
(E) a criação do cargo de prefeito interrompeu os esforços de modernização da capital, a remodelação
dos espaços e do aparelhamento urbano, especialmente no centro da cidade.
16 VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 •",Interpretação de texto,Momentos históricos nacionais,15.0
2023,sem2,Questão 38,"Questão 38 A região triangular, mencionada no texto, expandiu-se ao longo do tempo. Entretanto ela permanece sendo
conhecida como Triângulo Histórico de São Paulo e sua configuração atual é mostrada no mapa.
Ao considerar o polígono demarcado pelas linhas pretas no mapa, matematicamente, ele seria descrito
como um
(A) triângulo.
(B) quadrilátero.
(C) heptágono.
(D) undecágono.
(E) dodecágono.",Plano cartesiano,Nenhum,16.0
2023,sem2,Questão 39,"Questão 39 No mapa da questão anterior, é possível traçar um triângulo ao utilizar como vértices o Pateo do Collegio,
o Largo São Bento e o Largo São Francisco. Sobre esse polígono, considere que a distância, em linha
reta, entre
• o Pateo do Collegio e o Largo São Francisco é de 500 m;
• o Pateo do Collegio e o Largo São Bento é de 500 m; e
• o Largo São Francisco e o Largo São Bento é de 800 m.
Logo, sobre o triângulo traçado, é possível concluir que ele é
(A) isósceles e acutângulo.
(B) escaleno e acutângulo.
(C) isósceles e obtusângulo.
(D) escaleno e obtusângulo.
(E) isósceles e retângulo.
VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 • 17",Área e perímetro,Nenhum,16.0
2023,sem2,Questão 40,"Questão 40 O Jardim Botânico de São Paulo é uma importante área de conservação ambiental e de pesquisa científica.
Ele possui atrações como o museu botânico, as estufas de plantas, o orquidário e outros espaços de
visitação. Nestes espaços, há não só diferentes tipos de palmeiras, ciprestes, pinheiros, árvores de
madeiras nobres, plantas ameaçadas de extinção e árvores frutíferas, mas também várias espécies de
animais, como os bichos-preguiça e os bugios.
Entre os espaços de visitação, destacam-se:
• Lago das Ninfeias — onde há não apenas ninfeias, plantas aquáticas que apresentam flores de
várias cores, mas também borboletas, libélulas, peixes, aves e tartarugas;
• Bosque das Imbuias — lugar dedicado às imbuias, que, atualmente, estão em perigo de extinção
devido à exploração de sua madeira para fabricação de móveis; e
• Bosque do Pau-Brasil — em que se pode ver essa espécie típica da Mata Atlântica, o pau-brasil, que
pode alcançar até 30 metros de altura e que também está ameaçado de extinção.
Considerando os seres vivos citados no texto , podemos afirmar que
(A) as borboletas e as libélulas liberam pela respiração o gás oxigênio, o qual é fundamental para a
sobrevivência das ninfeias.
(B) os ciprestes e os pinheiros são plantas conhecidas como gimnospermas, pois formam sementes não
envolvidas por frutos.
(C) todos os vegetais descritos nos espaços de visitação são aclorofilados, portanto incapazes de realizar
fotossíntese e de produzir seu próprio alimento.
(D) as espécies pau-brasil e imbuia são plantas arbustivas, de dois a seis metros de altura, que estão
ameaçadas de extinção, pois não possuem vasos condutores de seiva.
(E) a presença de bichos-preguiça e bugios no Jardim Botânico é prejudicial ao equilíbrio do ecossistema,
pois são carnívoros e competem entre si pelo alimento escasso.",Cadeia alimentar,Características básicas dos seres vivos,17.0
